publication_year,reference,pubtype,ocean,ocean_region,hemisphere,lat,long,size_km2,notes.geo,year_start,year_end,timespan,years_data,sampling_frequency,note.time,taxa,group,species_name,common_name,depth_category,lifestage,trophic,range_edge,species_type,number_species,note.spp,detailobs,measurement_type,direction_change,decadal_change_kmperdecade,decadal unit,metric_source,note.bio,consistent_with_climatechange,VelocityofClimateChange_kmperdec,exploited,LifeHistoryDevelopment,Nonclimatic_factors_analysed
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Austromegabalanus nigrescens,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,northern boundary,Site,-1,-9.6,km,Calculated from manuscript or supplementary material,NA,Consistent,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-23,150.9,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Tesseropora rosea,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,northern boundary,Site,1,-27.7,km,Calculated from manuscript or supplementary material,NA,No change,543.7530551,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-28.1,153.5,1000,NA,1955,2008,54,4,Two periods,NA,Benthic invert. (other),Taxa,Patiriella calcar,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,29,NA,northern boundary,Site,1,-15.6,km,Calculated from manuscript or supplementary material,NA,No change,533.9873912,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic invert. (other),Taxa,Pyura praeputialis,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,northern boundary,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Notoacmea mayi,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,14,NA,southern boundary,Site,-1,-3.7,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic invert. (other),Taxa,Galeolaria caespitosa,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,14,NA,southern boundary,Site,1,3.7,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Catomerus polymerus,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,14,NA,southern boundary,Site,1,3.7,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Tetraclitella purpurascens,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,14,NA,southern boundary,Site,1,12.9,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.22,147.9,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Austromegabalanus nigrescens,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,14,NA,southern boundary,Site,1,46.3,km,Calculated from manuscript or supplementary material,NA,Consistent,276.1147358,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Notoacmea petterdi,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,14,NA,southern boundary,Site,1,16.7,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.01,147.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Austrocochlea constricta,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,14,NA,southern boundary,Site,1,42.6,km,Calculated from manuscript or supplementary material,NA,No change,276.1147358,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.01,147.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Nerita sp,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,14,NA,southern boundary,Site,1,23.1,km,Calculated from manuscript or supplementary material,NA,No change,276.1147358,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.01,147.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Bembicium nanum,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,14,NA,southern boundary,Site,1,23.1,km,Calculated from manuscript or supplementary material,NA,No change,276.1147358,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Nodilittorina unifasciata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,14,NA,southern boundary,Site,1,3.7,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.22,147.9,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Dicathais orbita,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,14,NA,southern boundary,Site,1,22.2,km,Calculated from manuscript or supplementary material,NA,Consistent,276.1147358,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Cominella lineolata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,14,NA,southern boundary,Site,1,43.5,km,Calculated from manuscript or supplementary material,NA,No change,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.57,146.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic invert. (other),Taxa,Patiriella calcar,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,14,NA,southern boundary,Site,1,43.5,km,Calculated from manuscript or supplementary material,NA,Consistent,445.3271311,Not exploited,Meroplanktonic,No
2010,"Pitt N, Poloczanska E.S. and Hobday A.J. 2010 Climate-driven range changes in Tasmanian intertidal fauna. Marine and Freshwater Research 61: 963-970",Peer-reviewed journal,Tasman Sea,Pacific Ocean,Southern,-43.01,147.93,1000,NA,1955,2008,54,4,Two periods,NA,Benthic invert. (other),Taxa,Patiriella exigua,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,14,NA,southern boundary,Site,1,22.2,km,Calculated from manuscript or supplementary material,NA,Consistent,276.1147358,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-28.87,114.5,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Laurencia elata,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-1.29,km,Given in manuscript or supplementary material,NA,Consistent,507.7814956,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-27.7,113.8,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Pterocladia lucida,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-1.17,km,Given in manuscript or supplementary material,NA,Consistent,428.3339416,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-29.26,114.8,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Craspedocarpus blepharicarpus,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-1.02,km,Given in manuscript or supplementary material,NA,Consistent,536.5032273,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-27.71,113.8,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Euptilota articulata,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-0.97,km,Given in manuscript or supplementary material,NA,Consistent,428.3339416,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-27.71,113.8,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Heterodoxia denticulata,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-0.76,km,Given in manuscript or supplementary material,NA,Consistent,428.3339416,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-27.71,113.8,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Carpopeltis phyllophora,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-0.66,km,Given in manuscript or supplementary material,NA,Consistent,428.3339416,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-28.79,114.3,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Bornetia binderiana,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-0.52,km,Given in manuscript or supplementary material,NA,Consistent,507.7814956,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-28.79,114.3,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Kuetzingia canaliculata,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,1,-0.46,km,Given in manuscript or supplementary material,NA,Consistent,507.7814956,Not exploited,Meroplanktonic,No
2011,"Wernberg T., Russell, B., Thomsen M., Gurgel, F., Bradshaw C, Poloczanska E and Connell S 2011 Seaweed communities in retreat from global warming. Current Biology In press",Peer-reviewed journal,Indian Ocean,Indian Ocean,Southern,-28.79,114.3,1000,NA,1951,2000,50,2,Two periods,used mid points of time periods,Benthic algae,Taxa,Dictyopteris muelleri,NA,Coastal,Multiple life stages - all,Primary producer,Trailing edge,Cold water,52,Table S1 E,northernmost records,Site,-1,0.07,km,Given in manuscript or supplementary material,NA,Opposite to expected,507.7814956,Not exploited,Meroplanktonic,No
